,Time,Vibration RMS Velocity,Temperature,Name,Datetime
388,3.8.2022 23:01:41,0.12,39.7,humidifier Condair,2022-08-03 23:01:41
384,3.8.2022 23:23:39,0.47,28.4,control valve,2022-08-03 23:23:39
386,3.8.2022 23:24:32,0.09,27.7,control cabinet,2022-08-03 23:24:32
388,3.8.2022 23:32:35,0.45,37.0,HVAC drive,2022-08-03 23:32:35
390,3.8.2022 23:55:54,0.8,26.2,air fan,2022-08-03 23:55:54
387,4.8.2022 00:01:52,0.16,38.3,humidifier Condair,2022-08-04 00:01:52
383,4.8.2022 00:23:44,0.5,28.4,control valve,2022-08-04 00:23:44
385,4.8.2022 00:24:36,0.09,27.8,control cabinet,2022-08-04 00:24:36
387,4.8.2022 00:32:45,0.45,37.0,HVAC drive,2022-08-04 00:32:45
389,4.8.2022 00:55:51,0.8,26.1,air fan,2022-08-04 00:55:51
388,4.8.2022 07:57:23,0.91,26.0,air fan,2022-08-04 07:57:23
386,4.8.2022 08:05:04,0.12,32.6,humidifier Condair,2022-08-04 08:05:04
382,4.8.2022 08:26:19,0.36,28.3,control valve,2022-08-04 08:26:19
384,4.8.2022 08:28:21,0.12,27.7,control cabinet,2022-08-04 08:28:21
386,4.8.2022 08:36:12,0.5,36.8,HVAC drive,2022-08-04 08:36:12
387,4.8.2022 08:57:27,0.77,26.0,air fan,2022-08-04 08:57:27
385,4.8.2022 09:05:12,0.12,32.3,humidifier Condair,2022-08-04 09:05:12
381,4.8.2022 09:26:24,0.39,28.3,control valve,2022-08-04 09:26:24
383,4.8.2022 09:28:26,0.09,27.8,control cabinet,2022-08-04 09:28:26
385,4.8.2022 09:36:23,0.45,36.9,HVAC drive,2022-08-04 09:36:23
386,4.8.2022 09:57:25,0.88,26.0,air fan,2022-08-04 09:57:25
384,4.8.2022 10:05:18,0.12,31.9,humidifier Condair,2022-08-04 10:05:18
380,4.8.2022 10:26:27,0.34,28.3,control valve,2022-08-04 10:26:27
382,4.8.2022 10:28:31,0.09,27.8,control cabinet,2022-08-04 10:28:31
384,4.8.2022 10:36:33,0.63,36.9,HVAC drive,2022-08-04 10:36:33
385,4.8.2022 10:57:24,1.09,26.0,air fan,2022-08-04 10:57:24
383,4.8.2022 11:05:23,0.12,31.6,humidifier Condair,2022-08-04 11:05:23
382,4.8.2022 14:06:34,0.16,30.8,humidifier Condair,2022-08-04 14:06:34
379,4.8.2022 14:27:52,0.43,28.5,control valve,2022-08-04 14:27:52
381,4.8.2022 14:29:58,0.73,28.8,control cabinet,2022-08-04 14:29:58
383,4.8.2022 14:38:25,0.44,37.0,HVAC drive,2022-08-04 14:38:25
384,4.8.2022 14:58:23,0.76,26.1,air fan,2022-08-04 14:58:23
381,4.8.2022 15:06:57,0.12,30.7,humidifier Condair,2022-08-04 15:06:57
382,4.8.2022 15:38:49,0.52,37.0,HVAC drive,2022-08-04 15:38:49
383,4.8.2022 15:58:37,0.95,26.1,air fan,2022-08-04 15:58:37
380,4.8.2022 16:07:22,0.16,30.5,humidifier Condair,2022-08-04 16:07:22
380,4.8.2022 16:30:53,0.8,28.8,control cabinet,2022-08-04 16:30:53
381,4.8.2022 16:39:14,0.48,36.9,HVAC drive,2022-08-04 16:39:14
379,4.8.2022 17:07:53,0.16,30.4,humidifier Condair,2022-08-04 17:07:53
378,4.8.2022 17:29:00,0.38,28.9,control valve,2022-08-04 17:29:00
379,4.8.2022 17:31:07,0.76,28.8,control cabinet,2022-08-04 17:31:07
382,4.8.2022 17:59:10,0.8,26.4,air fan,2022-08-04 17:59:10
378,4.8.2022 18:08:24,0.12,49.0,humidifier Condair,2022-08-04 18:08:24
377,4.8.2022 18:29:34,0.38,29.4,control valve,2022-08-04 18:29:34
378,4.8.2022 18:31:14,0.76,28.8,control cabinet,2022-08-04 18:31:14
380,4.8.2022 18:40:06,0.46,37.3,HVAC drive,2022-08-04 18:40:06
381,4.8.2022 18:59:22,0.87,26.4,air fan,2022-08-04 18:59:22
377,4.8.2022 19:08:56,0.12,46.4,humidifier Condair,2022-08-04 19:08:56
376,4.8.2022 20:30:13,0.57,28.8,control valve,2022-08-04 20:30:13
377,4.8.2022 20:31:46,0.76,28.9,control cabinet,2022-08-04 20:31:46
379,4.8.2022 20:40:59,0.6,37.2,HVAC drive,2022-08-04 20:40:59
380,4.8.2022 20:59:49,0.77,26.2,air fan,2022-08-04 20:59:49
376,4.8.2022 21:10:01,0.16,43.7,humidifier Condair,2022-08-04 21:10:01
375,4.8.2022 21:30:31,0.58,28.7,control valve,2022-08-04 21:30:31
376,4.8.2022 21:31:52,0.72,28.9,control cabinet,2022-08-04 21:31:52
378,4.8.2022 21:41:21,0.5,37.1,HVAC drive,2022-08-04 21:41:21
379,4.8.2022 22:00:02,0.77,26.2,air fan,2022-08-04 22:00:02
377,4.8.2022 22:41:44,0.41,37.0,HVAC drive,2022-08-04 22:41:44
378,4.8.2022 23:00:14,0.62,26.2,air fan,2022-08-04 23:00:14
377,5.8.2022 00:00:25,0.88,26.1,air fan,2022-08-05 00:00:25
375,5.8.2022 00:11:32,0.12,38.3,humidifier Condair,2022-08-05 00:11:32
376,5.8.2022 00:42:37,0.46,37.0,HVAC drive,2022-08-05 00:42:37
376,5.8.2022 01:00:36,0.84,26.1,air fan,2022-08-05 01:00:36
374,5.8.2022 01:11:57,0.12,37.1,humidifier Condair,2022-08-05 01:11:57
374,5.8.2022 01:31:58,0.45,28.6,control valve,2022-08-05 01:31:58
375,5.8.2022 01:43:00,0.52,37.1,HVAC drive,2022-08-05 01:43:00
375,5.8.2022 02:00:54,1.02,26.1,air fan,2022-08-05 02:00:54
375,5.8.2022 05:35:10,0.76,28.9,control cabinet,2022-08-05 05:35:10
373,5.8.2022 06:14:12,0.12,33.5,humidifier Condair,2022-08-05 06:14:12
373,5.8.2022 06:33:44,0.42,28.6,control valve,2022-08-05 06:33:44
374,5.8.2022 06:35:21,0.72,28.9,control cabinet,2022-08-05 06:35:21
374,5.8.2022 06:45:16,0.42,36.9,HVAC drive,2022-08-05 06:45:16
374,5.8.2022 07:02:14,0.91,26.1,air fan,2022-08-05 07:02:14
372,5.8.2022 07:14:35,0.12,33.0,humidifier Condair,2022-08-05 07:14:35
372,5.8.2022 07:34:00,0.43,28.5,control valve,2022-08-05 07:34:00
373,5.8.2022 07:35:26,0.76,28.9,control cabinet,2022-08-05 07:35:26
373,5.8.2022 07:45:38,0.4,36.9,HVAC drive,2022-08-05 07:45:38
373,5.8.2022 08:02:24,0.72,26.1,air fan,2022-08-05 08:02:24
371,5.8.2022 08:14:54,0.12,32.6,humidifier Condair,2022-08-05 08:14:54
371,5.8.2022 08:34:15,0.54,28.5,control valve,2022-08-05 08:34:15
372,5.8.2022 08:35:32,0.76,28.8,control cabinet,2022-08-05 08:35:32
372,5.8.2022 08:46:02,0.68,36.9,HVAC drive,2022-08-05 08:46:02
372,5.8.2022 09:02:33,0.8,26.1,air fan,2022-08-05 09:02:33
370,5.8.2022 09:15:14,0.16,32.3,humidifier Condair,2022-08-05 09:15:14
370,5.8.2022 09:34:33,0.43,28.6,control valve,2022-08-05 09:34:33
371,5.8.2022 09:35:37,0.72,28.9,control cabinet,2022-08-05 09:35:37
371,5.8.2022 09:46:25,0.47,36.9,HVAC drive,2022-08-05 09:46:25
371,5.8.2022 10:02:46,0.65,26.1,air fan,2022-08-05 10:02:46
369,5.8.2022 10:15:40,0.12,32.0,humidifier Condair,2022-08-05 10:15:40
369,5.8.2022 10:34:49,0.4,28.5,control valve,2022-08-05 10:34:49
370,5.8.2022 10:35:46,0.77,28.8,control cabinet,2022-08-05 10:35:46
370,5.8.2022 10:46:53,0.5,36.9,HVAC drive,2022-08-05 10:46:53
370,5.8.2022 11:02:58,0.84,26.0,air fan,2022-08-05 11:02:58
368,5.8.2022 11:16:03,0.12,31.6,humidifier Condair,2022-08-05 11:16:03
368,5.8.2022 11:35:08,0.56,28.5,control valve,2022-08-05 11:35:08
369,5.8.2022 11:35:54,0.72,28.9,control cabinet,2022-08-05 11:35:54
369,5.8.2022 11:47:15,0.45,36.9,HVAC drive,2022-08-05 11:47:15
369,5.8.2022 12:03:10,0.87,26.0,air fan,2022-08-05 12:03:10
367,5.8.2022 12:16:28,0.12,31.3,humidifier Condair,2022-08-05 12:16:28
367,5.8.2022 12:35:25,0.68,28.5,control valve,2022-08-05 12:35:25
368,5.8.2022 12:36:01,0.69,28.9,control cabinet,2022-08-05 12:36:01
368,5.8.2022 12:47:35,0.47,36.9,HVAC drive,2022-08-05 12:47:35
368,5.8.2022 13:03:21,0.88,26.0,air fan,2022-08-05 13:03:21
366,5.8.2022 13:16:48,0.16,31.0,humidifier Condair,2022-08-05 13:16:48
366,5.8.2022 13:35:48,0.64,28.5,control valve,2022-08-05 13:35:48
367,5.8.2022 13:36:06,0.69,28.9,control cabinet,2022-08-05 13:36:06
367,5.8.2022 13:47:57,0.54,37.0,HVAC drive,2022-08-05 13:47:57
367,5.8.2022 14:03:32,0.91,26.0,air fan,2022-08-05 14:03:32
365,5.8.2022 14:17:07,0.12,30.9,humidifier Condair,2022-08-05 14:17:07
365,5.8.2022 14:36:07,0.58,28.5,control valve,2022-08-05 14:36:07
366,5.8.2022 14:36:11,0.69,28.9,control cabinet,2022-08-05 14:36:11
366,5.8.2022 14:48:21,0.57,36.9,HVAC drive,2022-08-05 14:48:21
366,5.8.2022 15:03:46,0.76,26.0,air fan,2022-08-05 15:03:46
364,5.8.2022 15:17:27,0.16,30.7,humidifier Condair,2022-08-05 15:17:27
364,5.8.2022 15:36:25,0.6,28.6,control valve,2022-08-05 15:36:25
365,5.8.2022 15:36:26,0.62,28.9,control cabinet,2022-08-05 15:36:26
365,5.8.2022 15:48:44,0.54,37.0,HVAC drive,2022-08-05 15:48:44
365,5.8.2022 16:03:59,0.8,26.1,air fan,2022-08-05 16:03:59
363,5.8.2022 16:17:47,0.16,30.5,humidifier Condair,2022-08-05 16:17:47
363,5.8.2022 16:36:49,0.64,28.6,control valve,2022-08-05 16:36:49
364,5.8.2022 16:36:51,0.62,28.9,control cabinet,2022-08-05 16:36:51
364,5.8.2022 16:49:05,0.47,36.9,HVAC drive,2022-08-05 16:49:05
364,5.8.2022 17:04:12,0.91,26.0,air fan,2022-08-05 17:04:12
362,5.8.2022 17:18:08,0.16,30.4,humidifier Condair,2022-08-05 17:18:08
362,5.8.2022 17:37:08,0.55,28.6,control valve,2022-08-05 17:37:08
363,5.8.2022 17:37:10,0.61,28.9,control cabinet,2022-08-05 17:37:10
363,5.8.2022 17:49:27,0.48,36.9,HVAC drive,2022-08-05 17:49:27
363,5.8.2022 18:04:31,0.62,26.1,air fan,2022-08-05 18:04:31
361,5.8.2022 18:18:26,0.16,30.2,humidifier Condair,2022-08-05 18:18:26
361,5.8.2022 18:37:24,0.64,28.6,control valve,2022-08-05 18:37:24
362,5.8.2022 18:37:25,0.65,28.9,control cabinet,2022-08-05 18:37:25
362,5.8.2022 18:49:53,0.45,36.8,HVAC drive,2022-08-05 18:49:53
362,5.8.2022 19:04:44,1.1,25.9,air fan,2022-08-05 19:04:44
360,5.8.2022 19:18:43,0.16,30.1,humidifier Condair,2022-08-05 19:18:43
360,5.8.2022 19:37:47,0.65,28.6,control valve,2022-08-05 19:37:47
361,5.8.2022 19:37:49,0.72,28.8,control cabinet,2022-08-05 19:37:49
361,5.8.2022 19:50:17,0.5,36.8,HVAC drive,2022-08-05 19:50:17
361,5.8.2022 20:04:57,0.95,26.0,air fan,2022-08-05 20:04:57
359,5.8.2022 20:18:59,0.16,29.9,humidifier Condair,2022-08-05 20:18:59
360,5.8.2022 20:38:14,0.73,28.8,control cabinet,2022-08-05 20:38:14
359,5.8.2022 20:38:16,0.65,28.5,control valve,2022-08-05 20:38:16
360,5.8.2022 20:50:38,0.54,36.8,HVAC drive,2022-08-05 20:50:38
360,5.8.2022 21:05:10,0.84,26.0,air fan,2022-08-05 21:05:10
358,5.8.2022 21:19:15,0.12,29.2,humidifier Condair,2022-08-05 21:19:15
359,5.8.2022 21:38:34,0.73,28.8,control cabinet,2022-08-05 21:38:34
358,5.8.2022 21:38:34,0.52,28.5,control valve,2022-08-05 21:38:34
359,5.8.2022 21:51:04,0.54,36.9,HVAC drive,2022-08-05 21:51:04
359,5.8.2022 22:05:26,0.8,25.9,air fan,2022-08-05 22:05:26
357,5.8.2022 22:19:35,0.16,28.9,humidifier Condair,2022-08-05 22:19:35
357,5.8.2022 22:38:49,0.69,28.5,control valve,2022-08-05 22:38:49
358,5.8.2022 22:38:49,0.73,28.8,control cabinet,2022-08-05 22:38:49
358,5.8.2022 22:51:25,0.47,36.9,HVAC drive,2022-08-05 22:51:25
358,5.8.2022 23:05:37,0.91,25.9,air fan,2022-08-05 23:05:37
356,5.8.2022 23:19:52,0.12,28.7,humidifier Condair,2022-08-05 23:19:52
357,5.8.2022 23:39:07,0.69,28.8,control cabinet,2022-08-05 23:39:07
356,5.8.2022 23:39:08,0.6,28.5,control valve,2022-08-05 23:39:08
357,5.8.2022 23:51:50,0.42,36.9,HVAC drive,2022-08-05 23:51:50
357,6.8.2022 00:05:49,0.73,25.9,air fan,2022-08-06 00:05:49
355,6.8.2022 00:20:08,0.16,28.8,humidifier Condair,2022-08-06 00:20:08
356,6.8.2022 00:39:24,0.72,28.8,control cabinet,2022-08-06 00:39:24
355,6.8.2022 00:39:24,0.5,29.0,control valve,2022-08-06 00:39:24
356,6.8.2022 00:52:10,0.45,37.3,HVAC drive,2022-08-06 00:52:10
356,6.8.2022 01:06:01,0.8,26.5,air fan,2022-08-06 01:06:01
354,6.8.2022 01:20:34,0.16,47.1,humidifier Condair,2022-08-06 01:20:34
354,6.8.2022 01:39:42,0.51,29.1,control valve,2022-08-06 01:39:42
355,6.8.2022 01:39:42,0.72,28.9,control cabinet,2022-08-06 01:39:42
355,6.8.2022 01:52:31,0.58,37.5,HVAC drive,2022-08-06 01:52:31
355,6.8.2022 02:06:11,1.02,26.7,air fan,2022-08-06 02:06:11
353,6.8.2022 02:21:06,0.21,51.2,humidifier Condair,2022-08-06 02:21:06
353,6.8.2022 02:39:59,0.53,30.1,control valve,2022-08-06 02:39:59
354,6.8.2022 02:40:00,0.65,28.9,control cabinet,2022-08-06 02:40:00
354,6.8.2022 02:52:56,0.61,37.6,HVAC drive,2022-08-06 02:52:56
354,6.8.2022 03:06:20,0.95,26.7,air fan,2022-08-06 03:06:20
352,6.8.2022 03:21:37,0.12,51.3,humidifier Condair,2022-08-06 03:21:37
353,6.8.2022 03:40:16,0.65,28.9,control cabinet,2022-08-06 03:40:16
352,6.8.2022 03:40:16,0.57,30.3,control valve,2022-08-06 03:40:16
353,6.8.2022 03:53:18,0.49,37.6,HVAC drive,2022-08-06 03:53:18
353,6.8.2022 04:06:29,0.76,26.8,air fan,2022-08-06 04:06:29
351,6.8.2022 04:22:09,0.17,51.4,humidifier Condair,2022-08-06 04:22:09
351,6.8.2022 04:40:36,0.58,30.3,control valve,2022-08-06 04:40:36
352,6.8.2022 04:40:36,0.69,28.9,control cabinet,2022-08-06 04:40:36
352,6.8.2022 04:53:44,0.49,37.6,HVAC drive,2022-08-06 04:53:44
352,6.8.2022 05:06:41,0.8,26.8,air fan,2022-08-06 05:06:41
350,6.8.2022 05:22:42,0.16,51.5,humidifier Condair,2022-08-06 05:22:42
350,6.8.2022 05:40:52,0.39,30.3,control valve,2022-08-06 05:40:52
351,6.8.2022 05:40:52,0.69,28.9,control cabinet,2022-08-06 05:40:52
351,6.8.2022 05:54:08,0.49,37.6,HVAC drive,2022-08-06 05:54:08
351,6.8.2022 06:06:50,0.73,26.8,air fan,2022-08-06 06:06:50
349,6.8.2022 06:23:13,0.36,51.5,humidifier Condair,2022-08-06 06:23:13
350,6.8.2022 06:41:07,0.72,28.9,control cabinet,2022-08-06 06:41:07
349,6.8.2022 06:41:08,0.41,30.3,control valve,2022-08-06 06:41:08
350,6.8.2022 06:54:28,0.46,37.6,HVAC drive,2022-08-06 06:54:28
350,6.8.2022 07:07:00,0.95,26.7,air fan,2022-08-06 07:07:00
348,6.8.2022 07:23:45,0.8,51.5,humidifier Condair,2022-08-06 07:23:45
348,6.8.2022 07:41:26,0.46,30.3,control valve,2022-08-06 07:41:26
349,6.8.2022 07:41:26,0.76,28.9,control cabinet,2022-08-06 07:41:26
349,6.8.2022 07:54:51,0.61,37.6,HVAC drive,2022-08-06 07:54:51
349,6.8.2022 08:07:12,0.77,26.6,air fan,2022-08-06 08:07:12
347,6.8.2022 08:24:19,0.4,51.2,humidifier Condair,2022-08-06 08:24:19
347,6.8.2022 08:41:43,0.36,30.2,control valve,2022-08-06 08:41:43
348,6.8.2022 08:41:43,0.72,28.9,control cabinet,2022-08-06 08:41:43
348,6.8.2022 08:55:14,0.5,37.5,HVAC drive,2022-08-06 08:55:14
348,6.8.2022 09:07:25,0.66,26.7,air fan,2022-08-06 09:07:25
346,6.8.2022 09:24:53,0.85,51.5,humidifier Condair,2022-08-06 09:24:53
346,6.8.2022 09:42:03,0.38,30.4,control valve,2022-08-06 09:42:03
347,6.8.2022 09:42:04,0.8,28.9,control cabinet,2022-08-06 09:42:04
347,6.8.2022 09:55:34,0.44,37.7,HVAC drive,2022-08-06 09:55:34
347,6.8.2022 10:07:36,0.72,27.3,air fan,2022-08-06 10:07:36
345,6.8.2022 10:25:26,0.84,51.9,humidifier Condair,2022-08-06 10:25:26
346,6.8.2022 10:42:21,0.77,29.0,control cabinet,2022-08-06 10:42:21
345,6.8.2022 10:42:22,0.39,31.0,control valve,2022-08-06 10:42:22
346,6.8.2022 10:55:58,0.48,37.9,HVAC drive,2022-08-06 10:55:58
346,6.8.2022 11:07:48,0.73,27.4,air fan,2022-08-06 11:07:48
344,6.8.2022 11:25:58,0.85,51.8,humidifier Condair,2022-08-06 11:25:58
344,6.8.2022 11:42:40,0.41,31.0,control valve,2022-08-06 11:42:40
345,6.8.2022 11:42:41,0.83,29.0,control cabinet,2022-08-06 11:42:41
345,6.8.2022 11:56:22,0.49,38.1,HVAC drive,2022-08-06 11:56:22
345,6.8.2022 12:08:00,0.88,27.5,air fan,2022-08-06 12:08:00
343,6.8.2022 12:26:31,0.9,52.0,humidifier Condair,2022-08-06 12:26:31
344,6.8.2022 12:42:59,0.8,29.1,control cabinet,2022-08-06 12:42:59
343,6.8.2022 12:43:01,0.36,31.1,control valve,2022-08-06 12:43:01
344,6.8.2022 12:56:44,0.46,38.1,HVAC drive,2022-08-06 12:56:44
344,6.8.2022 13:08:13,0.84,27.5,air fan,2022-08-06 13:08:13
342,6.8.2022 13:27:04,0.78,51.8,humidifier Condair,2022-08-06 13:27:04
343,6.8.2022 13:43:19,0.83,29.1,control cabinet,2022-08-06 13:43:19
342,6.8.2022 13:43:20,0.36,31.1,control valve,2022-08-06 13:43:20
343,6.8.2022 13:57:08,0.49,38.1,HVAC drive,2022-08-06 13:57:08
343,6.8.2022 14:08:23,0.91,27.6,air fan,2022-08-06 14:08:23
341,6.8.2022 14:27:38,1.02,51.8,humidifier Condair,2022-08-06 14:27:38
341,6.8.2022 14:43:39,0.43,31.2,control valve,2022-08-06 14:43:39
342,6.8.2022 14:43:39,0.8,29.1,control cabinet,2022-08-06 14:43:39
342,6.8.2022 14:57:33,0.38,38.2,HVAC drive,2022-08-06 14:57:33
342,6.8.2022 15:08:34,0.91,27.6,air fan,2022-08-06 15:08:34
340,6.8.2022 15:28:12,0.85,52.1,humidifier Condair,2022-08-06 15:28:12
340,6.8.2022 15:43:55,0.47,31.2,control valve,2022-08-06 15:43:55
341,6.8.2022 15:43:55,0.8,29.1,control cabinet,2022-08-06 15:43:55
341,6.8.2022 15:57:57,0.43,38.2,HVAC drive,2022-08-06 15:57:57
341,6.8.2022 16:08:44,0.84,27.6,air fan,2022-08-06 16:08:44
339,6.8.2022 16:28:45,0.85,51.9,humidifier Condair,2022-08-06 16:28:45
339,6.8.2022 16:44:12,0.33,31.3,control valve,2022-08-06 16:44:12
340,6.8.2022 16:44:14,0.8,29.1,control cabinet,2022-08-06 16:44:14
340,6.8.2022 16:58:22,0.52,38.2,HVAC drive,2022-08-06 16:58:22
340,6.8.2022 17:08:53,0.8,27.6,air fan,2022-08-06 17:08:53
338,6.8.2022 17:29:17,0.85,52.0,humidifier Condair,2022-08-06 17:29:17
339,6.8.2022 17:44:31,0.83,29.1,control cabinet,2022-08-06 17:44:31
338,6.8.2022 17:44:31,0.43,31.3,control valve,2022-08-06 17:44:31
339,6.8.2022 17:58:47,0.49,38.2,HVAC drive,2022-08-06 17:58:47
339,6.8.2022 18:09:04,0.84,27.7,air fan,2022-08-06 18:09:04
337,6.8.2022 18:29:50,0.82,52.0,humidifier Condair,2022-08-06 18:29:50
337,6.8.2022 18:44:46,0.38,31.3,control valve,2022-08-06 18:44:46
338,6.8.2022 18:44:47,0.8,29.1,control cabinet,2022-08-06 18:44:47
338,6.8.2022 18:59:11,0.47,38.2,HVAC drive,2022-08-06 18:59:11
338,6.8.2022 19:09:17,0.69,27.7,air fan,2022-08-06 19:09:17
336,6.8.2022 19:30:24,0.81,52.1,humidifier Condair,2022-08-06 19:30:24
336,6.8.2022 19:45:06,0.42,31.3,control valve,2022-08-06 19:45:06
337,6.8.2022 19:45:08,0.8,29.1,control cabinet,2022-08-06 19:45:08
337,6.8.2022 19:59:35,0.37,38.3,HVAC drive,2022-08-06 19:59:35
337,6.8.2022 20:09:28,0.8,27.7,air fan,2022-08-06 20:09:28
335,6.8.2022 20:30:59,0.74,52.2,humidifier Condair,2022-08-06 20:30:59
335,6.8.2022 20:45:23,0.47,31.3,control valve,2022-08-06 20:45:23
336,6.8.2022 20:45:23,0.76,29.1,control cabinet,2022-08-06 20:45:23
336,6.8.2022 20:59:58,0.49,38.3,HVAC drive,2022-08-06 20:59:58
336,6.8.2022 21:09:37,0.66,27.7,air fan,2022-08-06 21:09:37
334,6.8.2022 21:31:35,0.89,52.3,humidifier Condair,2022-08-06 21:31:35
334,6.8.2022 21:45:41,0.36,31.4,control valve,2022-08-06 21:45:41
335,6.8.2022 21:45:42,0.8,29.1,control cabinet,2022-08-06 21:45:42
335,6.8.2022 22:00:21,0.38,38.3,HVAC drive,2022-08-06 22:00:21
335,6.8.2022 22:09:48,0.69,27.7,air fan,2022-08-06 22:09:48
333,6.8.2022 22:32:06,0.78,52.1,humidifier Condair,2022-08-06 22:32:06
334,6.8.2022 22:45:58,0.76,29.1,control cabinet,2022-08-06 22:45:58
333,6.8.2022 22:45:58,0.42,31.3,control valve,2022-08-06 22:45:58
334,6.8.2022 23:00:43,0.49,38.3,HVAC drive,2022-08-06 23:00:43
334,6.8.2022 23:10:00,0.73,27.8,air fan,2022-08-06 23:10:00
332,6.8.2022 23:32:40,0.75,51.9,humidifier Condair,2022-08-06 23:32:40
333,6.8.2022 23:46:15,0.76,29.1,control cabinet,2022-08-06 23:46:15
332,6.8.2022 23:46:15,0.33,31.3,control valve,2022-08-06 23:46:15
333,7.8.2022 00:01:04,0.43,38.3,HVAC drive,2022-08-07 00:01:04
333,7.8.2022 00:10:13,0.73,27.8,air fan,2022-08-07 00:10:13
331,7.8.2022 00:33:15,0.16,51.7,humidifier Condair,2022-08-07 00:33:15
331,7.8.2022 00:46:33,0.33,31.3,control valve,2022-08-07 00:46:33
332,7.8.2022 00:46:33,0.76,29.1,control cabinet,2022-08-07 00:46:33
332,7.8.2022 01:01:28,0.54,38.4,HVAC drive,2022-08-07 01:01:28
332,7.8.2022 01:10:27,0.84,27.9,air fan,2022-08-07 01:10:27
330,7.8.2022 01:33:49,0.33,51.8,humidifier Condair,2022-08-07 01:33:49
330,7.8.2022 01:46:50,0.34,31.4,control valve,2022-08-07 01:46:50
331,7.8.2022 01:46:50,0.8,29.1,control cabinet,2022-08-07 01:46:50
331,7.8.2022 02:01:49,0.4,38.4,HVAC drive,2022-08-07 02:01:49
331,7.8.2022 02:10:38,0.66,27.9,air fan,2022-08-07 02:10:38
329,7.8.2022 02:34:20,0.85,51.8,humidifier Condair,2022-08-07 02:34:20
330,7.8.2022 02:46:55,0.76,29.1,control cabinet,2022-08-07 02:46:55
329,7.8.2022 02:46:56,0.36,31.4,control valve,2022-08-07 02:46:56
330,7.8.2022 03:02:09,0.48,38.4,HVAC drive,2022-08-07 03:02:09
330,7.8.2022 03:10:47,0.87,27.9,air fan,2022-08-07 03:10:47
328,7.8.2022 03:34:51,0.28,51.8,humidifier Condair,2022-08-07 03:34:51
328,7.8.2022 03:47:14,0.36,31.3,control valve,2022-08-07 03:47:14
329,7.8.2022 03:47:15,0.76,29.1,control cabinet,2022-08-07 03:47:15
329,7.8.2022 04:02:31,0.4,38.4,HVAC drive,2022-08-07 04:02:31
329,7.8.2022 04:10:56,0.69,27.9,air fan,2022-08-07 04:10:56
327,7.8.2022 04:35:22,1.04,51.8,humidifier Condair,2022-08-07 04:35:22
327,7.8.2022 04:47:34,0.31,31.3,control valve,2022-08-07 04:47:34
328,7.8.2022 04:47:36,0.8,29.1,control cabinet,2022-08-07 04:47:36
328,7.8.2022 05:02:52,0.54,38.4,HVAC drive,2022-08-07 05:02:52
328,7.8.2022 05:11:07,0.73,27.9,air fan,2022-08-07 05:11:07
326,7.8.2022 05:35:56,0.65,51.7,humidifier Condair,2022-08-07 05:35:56
326,7.8.2022 05:47:51,0.36,31.3,control valve,2022-08-07 05:47:51
327,7.8.2022 05:47:52,0.8,29.1,control cabinet,2022-08-07 05:47:52
327,7.8.2022 06:03:17,0.46,38.4,HVAC drive,2022-08-07 06:03:17
327,7.8.2022 06:11:20,0.95,27.9,air fan,2022-08-07 06:11:20
325,7.8.2022 06:36:28,0.84,51.8,humidifier Condair,2022-08-07 06:36:28
325,7.8.2022 06:48:10,0.5,31.3,control valve,2022-08-07 06:48:10
326,7.8.2022 06:48:12,0.8,29.1,control cabinet,2022-08-07 06:48:12
326,7.8.2022 07:03:40,0.38,38.4,HVAC drive,2022-08-07 07:03:40
326,7.8.2022 07:11:32,0.73,28.0,air fan,2022-08-07 07:11:32
324,7.8.2022 07:37:01,0.25,51.8,humidifier Condair,2022-08-07 07:37:01
324,7.8.2022 07:48:26,0.33,31.3,control valve,2022-08-07 07:48:26
325,7.8.2022 07:48:27,0.76,29.0,control cabinet,2022-08-07 07:48:27
325,7.8.2022 08:04:03,0.38,38.4,HVAC drive,2022-08-07 08:04:03
325,7.8.2022 08:11:43,0.69,28.0,air fan,2022-08-07 08:11:43
323,7.8.2022 08:37:35,0.12,51.4,humidifier Condair,2022-08-07 08:37:35
324,7.8.2022 08:48:44,0.8,29.0,control cabinet,2022-08-07 08:48:44
323,7.8.2022 08:48:44,0.33,31.2,control valve,2022-08-07 08:48:44
324,7.8.2022 09:04:30,0.6,38.4,HVAC drive,2022-08-07 09:04:30
324,7.8.2022 09:11:53,0.87,28.0,air fan,2022-08-07 09:11:53
322,7.8.2022 09:38:09,0.31,51.9,humidifier Condair,2022-08-07 09:38:09
323,7.8.2022 09:49:03,0.8,29.0,control cabinet,2022-08-07 09:49:03
322,7.8.2022 09:49:03,0.36,31.3,control valve,2022-08-07 09:49:03
323,7.8.2022 10:04:54,0.44,38.3,HVAC drive,2022-08-07 10:04:54
323,7.8.2022 10:12:05,0.95,27.9,air fan,2022-08-07 10:12:05
321,7.8.2022 10:38:47,0.23,51.7,humidifier Condair,2022-08-07 10:38:47
321,7.8.2022 10:49:19,0.38,31.2,control valve,2022-08-07 10:49:19
322,7.8.2022 10:49:20,0.76,29.0,control cabinet,2022-08-07 10:49:20
322,7.8.2022 11:05:15,0.41,38.3,HVAC drive,2022-08-07 11:05:15
322,7.8.2022 11:12:15,0.73,27.8,air fan,2022-08-07 11:12:15
320,7.8.2022 11:39:17,0.67,51.5,humidifier Condair,2022-08-07 11:39:17
